"data","rt"
2020-02-04,3.38726916432088
2020-02-05,2.75548714133992
2020-02-06,2.23902894174777
2020-02-07,1.89020134531437
2020-02-08,1.3795366814934
2020-02-09,1.12218654557711
2020-02-10,1.31744463078517
2020-02-11,1.22787784696645
2020-02-12,1.28711640220688
2020-02-13,1.35364706536975
2020-02-14,1.57045721116538
2020-02-15,2.19087852490029
2020-02-16,2.31008597319079
2020-02-17,2.3415825483586
2020-02-18,2.55267154887914
2020-02-19,2.43399597389059
2020-02-20,3.02121131535173
2020-02-21,3.01163937388187
2020-02-22,2.86388788133814
2020-02-23,2.92333866301776
2020-02-24,2.97054771778542
2020-02-25,3.0106630362323
2020-02-26,2.87234656736445
2020-02-27,2.59750507986311
2020-02-28,2.59081129288058
2020-02-29,2.43370336533442
2020-03-01,2.70785817049668
2020-03-02,2.61201393764193
2020-03-03,2.49427452313339
2020-03-04,2.31943576861475
2020-03-05,2.25975329017604
2020-03-06,2.17453190517717
2020-03-07,2.1269124251703
2020-03-08,1.97564507599196
2020-03-09,1.95712133392041
2020-03-10,2.04234238594682
2020-03-11,1.95675235699285
2020-03-12,1.86118846748535
2020-03-13,1.7906663892041
2020-03-14,1.68054935940932
2020-03-15,1.62231507928962
2020-03-16,1.52143961126627
2020-03-17,1.34389766743821
2020-03-18,1.2837878222629
2020-03-19,1.20252758131083
2020-03-20,1.17874170831733
2020-03-21,1.11192413687639
2020-03-22,1.01769777468266
2020-03-23,0.97183996190817
2020-03-24,0.932171737484809
2020-03-25,0.899463400693907
2020-03-26,0.872012803035011
2020-03-27,0.800998444595831
2020-03-28,0.794626973301192
2020-03-29,0.769318539722712
2020-03-30,0.76413246998049
2020-03-31,0.753941323541273
2020-04-01,0.785432309939487
2020-04-02,0.786613039376406
2020-04-03,0.779014211456076
2020-04-04,0.76967624326128
2020-04-05,0.778479008332365
2020-04-06,0.751811652449665
2020-04-07,0.763213940619133
2020-04-08,0.710332731882733
2020-04-09,0.710036138510848
2020-04-10,0.737272428108645
2020-04-11,0.733285933428208
2020-04-12,0.748377861176526
2020-04-13,0.737484934116254
2020-04-14,0.749548028710501
2020-04-15,0.774583423378261
2020-04-16,0.786840428358203
2020-04-17,0.750667162669711
2020-04-18,0.767431192120876
2020-04-19,0.75108893603716
2020-04-20,0.805077033167492
2020-04-21,0.787243506375066
2020-04-22,0.751994685650566
2020-04-23,0.738981784210474
2020-04-24,0.72019796616988
2020-04-25,0.709848008329088
2020-04-26,0.708837012493722
2020-04-27,0.662908276245249
2020-04-28,0.654962628113424
2020-04-29,0.63841962716322
2020-04-30,0.624582021796098
2020-05-01,0.62213631397736
2020-05-02,0.612851301925737
2020-05-03,0.611664486755756
2020-05-04,0.576234066109938
2020-05-05,0.580235122696052
2020-05-06,0.577151902616582
2020-05-07,0.578024377042243
2020-05-08,0.587771036008572
2020-05-09,0.585939904838731
2020-05-10,0.615783353450559
2020-05-11,0.623773466558141
2020-05-12,0.628491199197659
2020-05-13,0.638321329834017
2020-05-14,0.639923825503532
2020-05-15,0.634480030570069
2020-05-16,0.662778847039642
2020-05-17,0.65439722439231
2020-05-18,0.669440770046767
2020-05-19,0.654930399242238
2020-05-20,0.669428370183614
2020-05-21,0.672493199803327
2020-05-22,0.653494546129509
2020-05-23,0.653390913964112
2020-05-24,0.650954866273003
2020-05-25,0.63813273445016
2020-05-26,0.641392355875931
2020-05-27,0.630346749859476
2020-05-28,0.629985683348319
2020-05-29,0.635049108632934
2020-05-30,0.655687324391368
2020-05-31,0.676166406315438
2020-06-01,0.685382705472424
2020-06-02,0.639498184933059
2020-06-03,0.63410094369148
2020-06-04,0.644564820414979
2020-06-05,0.681210095246537
2020-06-06,0.691578489798675
2020-06-07,0.729051412298567
2020-06-08,0.730068172139386
2020-06-09,0.806206024612036
2020-06-10,0.815139024831028
2020-06-11,0.825195891744933
2020-06-12,0.82933328689009
2020-06-13,0.839897118954576
2020-06-14,0.87386250278868
2020-06-15,0.855625910756852
2020-06-16,0.849329713864693
2020-06-17,0.827267922188175
2020-06-18,0.83890523695762
2020-06-19,0.813427680471674
2020-06-20,0.819492631835849
2020-06-21,0.80730294187827
2020-06-22,0.795157906676682
2020-06-23,0.783225308205385
2020-06-24,0.815844970829761
2020-06-25,0.827627591999962
2020-06-26,0.847003302385248
2020-06-27,0.86260293002258
2020-06-28,0.858904178945832
2020-06-29,0.881217971378842
2020-06-30,0.880062083666104
2020-07-01,0.923306808289592
2020-07-02,0.949491701609496
2020-07-03,0.912652849100882
2020-07-04,0.90997446079351
2020-07-05,0.922914298894005
2020-07-06,0.92638500563637
2020-07-07,0.976463195334785
2020-07-08,0.942409940476797
2020-07-09,0.928133387990017
2020-07-10,0.988870008698109
2020-07-11,0.995531782208926
2020-07-12,1.00662820868637
2020-07-13,0.992819660620914
2020-07-14,0.997048487986527
2020-07-15,0.981276381728348
2020-07-16,0.958857443590885
2020-07-17,0.947318648017905
2020-07-18,0.955221499212046
2020-07-19,0.963389047066051
2020-07-20,0.996129557780983
2020-07-21,0.982451894423291
2020-07-22,0.984248318528832
2020-07-23,1.01244192864909
2020-07-24,1.01177192776542
2020-07-25,1.03711779904881
2020-07-26,0.998714126882349
2020-07-27,0.973213827283474
2020-07-28,0.969773517108505
2020-07-29,0.964737500389885
2020-07-30,0.949280367721215
2020-07-31,0.906986525769641
2020-08-01,0.914943120916442
2020-08-02,0.922876072844593
2020-08-03,0.920638463719039
2020-08-04,0.907231623394484
2020-08-05,0.927994958909852
2020-08-06,0.939960345548631
2020-08-07,0.954837477180724
2020-08-08,0.940720081755595
2020-08-09,0.955208847112933
2020-08-10,0.956866513613678
2020-08-11,0.962535768753144
2020-08-12,0.945666577064862
2020-08-13,0.948479575462008
2020-08-14,0.968360967899821
2020-08-15,0.995521482747122
2020-08-16,1.0353894214822
2020-08-17,1.16869268860714
2020-08-18,1.31114738220206
2020-08-19,1.38336750383975
2020-08-20,1.41437147016758
2020-08-21,1.44295209777377
2020-08-22,1.42330954558319
2020-08-23,1.40773854416874
2020-08-24,1.33835848440609
2020-08-25,1.24832793990161
2020-08-26,1.18882581976487
2020-08-27,1.13052655402442
2020-08-28,1.07682775928442
2020-08-29,1.00923503593569
2020-08-30,0.93736778560023
2020-08-31,0.895911451835114
2020-09-01,0.915224253275591
2020-09-02,0.916912716611218
2020-09-03,0.924018714641413
2020-09-04,0.941394223351462
2020-09-05,0.970206754670518
2020-09-06,0.992501448923351
2020-09-07,1.05206694017658
2020-09-08,1.02593375461591
2020-09-09,1.0240785194741
2020-09-10,1.05124388060401
2020-09-11,1.03707021663428
2020-09-12,1.04282410894601
2020-09-13,1.04506124042097
2020-09-14,1.04344219465239
2020-09-15,1.07202313013254
2020-09-16,1.08784268020648
2020-09-17,1.08640823704273
2020-09-18,1.10472581147711
2020-09-19,1.12290697729093
2020-09-20,1.14889144131551
2020-09-21,1.13127763820372
2020-09-22,1.11623820215418
2020-09-23,1.09638773877996
2020-09-24,1.07439319612773
2020-09-25,1.07619435476829
2020-09-26,1.0685582583267
2020-09-27,1.06841888328617
2020-09-28,1.12054944962873
2020-09-29,1.14834794968344
2020-09-30,1.24703687445763
2020-10-01,1.41579106692366
2020-10-02,1.51751841696825
2020-10-03,1.61849939611595
2020-10-04,1.66604476884586
2020-10-05,1.74238651088281
2020-10-06,1.77238261426682
2020-10-07,1.77827130716795
2020-10-08,1.73899461512982
2020-10-09,1.7278682718879
2020-10-10,1.73406177439229
2020-10-11,1.68958766515201
2020-10-12,1.70750026470289
2020-10-13,1.70713985086049
2020-10-14,1.696251557962
2020-10-15,1.69860286761977
2020-10-16,1.70481230157918
2020-10-17,1.67519883541711
2020-10-18,1.66593530044332
2020-10-19,1.66992427656671
2020-10-20,1.69395907185063
2020-10-21,1.66894768091437
2020-10-22,1.62375022349111
2020-10-23,1.58727275010856
2020-10-24,1.54311979036604
2020-10-25,1.50776602326922
2020-10-26,1.48423382475376
2020-10-27,1.42698391672449
2020-10-28,1.40259358209439
2020-10-29,1.36353615421114
2020-10-30,1.32522119579792
2020-10-31,1.27040329172658
2020-11-01,1.25627620728304
2020-11-02,1.23487833348402
2020-11-03,1.20386363680046
2020-11-04,1.17490052200627
2020-11-05,1.15807798228416
2020-11-06,1.14325287580444
2020-11-07,1.13631405614908
2020-11-08,1.09146972373278
2020-11-09,1.06391398756283
2020-11-10,1.05732391631133
2020-11-11,1.02818232658282
2020-11-12,1.00446760241387
2020-11-13,0.98126774248712
2020-11-14,0.967771102025909
2020-11-15,0.95580342960645
2020-11-16,0.933529863342549
2020-11-17,0.898940926003111
2020-11-18,0.889282687119001
2020-11-19,0.864080645103238
2020-11-20,0.852670528611608
2020-11-21,0.826336931635773
2020-11-22,0.806299700375435
2020-11-23,0.790767148013149
2020-11-24,0.786010870163289
2020-11-25,0.782036533940376
2020-11-26,0.793320187264386
2020-11-27,0.788117833144791
2020-11-28,0.810698276560116
2020-11-29,0.816394632994724
2020-11-30,0.830661331810924
2020-12-01,0.870499214411994
2020-12-02,0.88351002627844
2020-12-03,0.89617007577981
2020-12-04,0.908276717901719
2020-12-05,0.906876803350091
2020-12-06,0.9194565210927
2020-12-07,0.911334813719821
2020-12-08,0.870077605115891
2020-12-09,0.86620632501984
2020-12-10,0.86855037492248
2020-12-11,0.858304253743326
2020-12-12,0.850709216985365
2020-12-13,0.845857447500315
2020-12-14,0.831966651200324
2020-12-15,0.824020951933295
2020-12-16,0.786950230728709
2020-12-17,0.730842502770299
2020-12-18,0.6685468721964
2020-12-19,0.599457040660195
2020-12-20,0.53158226031906
2020-12-21,0.421225156371895
2020-12-22,0.322319720441542
